funder,year,region,county,nonprofit,amount,city,type ,category,,,,,
Boettcher Foundation,2009,Mountain,Pitkin,Spellbinders,5000.00,Woody Creek,General Operating,,,,,,
Boettcher Foundation,2010,Mountain,Pitkin,Aspen Institute,100000.00,Aspen,Capital,,,,,,
Boettcher Foundation,2010,Mountain,Lake,Colorado Mountain College,75000.00,Leadville,Capital,Education,,,,,
Boettcher Foundation,2010,Mountain,Summit,Colorado Mountain College,75000.00,Breckenridge,Capital,Education,,,,,
Boettcher Foundation,2010,Mountain,Garfield,Marble Charter School,25000.00,Marble,Capital,,,,,,
Boettcher Foundation,2010,Mountain,Eagle,Roundup River Ranch,25000.00,Avon,Capital,,,,,,
Boettcher Foundation,2010,Mountain,Pitkin,Spellbinders,5000.00,Woody Creek,General Operating,,,,,,
Boettcher Foundation,2011,Mountain,Garfield,Mountain Family Health Center,50000.00,Glenwood Springs,Capital,,,,,,
Boettcher Foundation,2011,Mountain,Pitkin,Spellbinders,5000.00,Woody Creek,General Operating,,,,,,
Boettcher Foundation,2011,Mountain,Garfield,Third Street Center,40000.00,Carbondale,Capital,,,,,,
Boettcher Foundation,2011,Mountain,Eagle,Walking Mountains Science Learning Center,25000.00,Avon,Capital,,,,,,
Boettcher Foundation,2012,Mountain,Lake,Advocates of Lake County,20000.00,Leadville,Capital,,,,,,
Boettcher Foundation,2012,Mountain,Pitkin,The Thrift Shop of Aspen,25000.00,Aspen,Capital,,,,,,
Boettcher Foundation,2013,Mountain,Garfield,Garfield County Public Library Foundation,20000.00,Rifle,Capital,Community ,7/11/2013,,,,
Boettcher Foundation,2013,Mountain,Pitkin,Aspen Historical Society,10000.00,Aspen,Capital,Arts & Culture,7/11/2013,,,,
Caring for Colorado Foundation,2010,Mountain,Garfield,Roaring Fork Family Resource,35000.00,Carbondale,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Mountain,Garfield,Mountain Family Health Centers,150000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Mountain,Pitkin,Roaring Forks (RE-1) School District,35000.00,Carbondale,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Mountain,Summit,Summit Community Care Clinic,45493.00,Frisco,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2011,Mountain,Eagle,Western Eagle County Ambulance,50000.00,Eagle,Program,Health                                                                     ,,,,,
Caring for Colorado Foundation,2012,Mountain,Eagle,Eagle County Schools,50000.00,Eagle,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Mountain,Garfield,"Family Visitor Programs of Garfield County, Inc.",79000.00,Glenwood Springs,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Mountain,Garfield,Garfield County Public Health,56528.00,Rifle,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Mountain,Garfield,Mountain Family Health Centers,100000.00,Glenwood Springs,Program,Health,990 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Mountain,Garfield,Roaring Fork Family Resource Centers,40000.00,Carbondale,Program,Health,996 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Mountain,Summit,Summit Community Care Clinic,58240.00,Frisco,Program,Health,1005 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2012,Mountain,Eagle,"Vail Valley Charitable Fund, Inc.",10400.00,Edwards,Program,Health,1009 dated Oct 2011 through Sept 2012 ,,,,
Caring for Colorado Foundation,2013,Mountain,Summit,Family & Intercultural Resource Center,15000.00,Dillon,Project/Program,,1/17/13,,,,
Caring for Colorado Foundation,2013,Mountain,Garfiled,"Family Visitor Program of Garfield County Inc., DBA Family Visitor Programs",89800.00,Glenwood Springs,Project/Program,,1/17/13,,,,
Caring for Colorado Foundation,2013,Mountain,Garfiled,Garfield County Public Health,52364.00,Rifle,Project/Program,,1/17/13,,,,
Caring for Colorado Foundation,2013,Mountain,Garfiled,Mountain Family Health Centers,30000.00,Glenwood Springs,,,10/1/12,,,,
Caring for Colorado Foundation,2013,Mountain,Garfiled,Mountain Family Health Centers,100000.00,Glenwood Springs,Technical Assistance,,8/14/13,,,,
Caring for Colorado Foundation,2013,Mountain,Eagle,Samaritan Center of the Rockies,30000.00,Edwards,Project/Program,,6/20/13,,,,
Caring for Colorado Foundation,2013,Mountain,Lake,St. Vincent Hospital Foundation,50000.00,Leadville,Capital,,1/17/13,,,,
Caring for Colorado Foundation,2013,Mountain,Summit,Summit Community Care Clinic,10000.00,Frisco,Technical Assistance,,6/20/13,,,,
Daniels Fund,2009,Mountain,Summit,"Advocates for Victims of Assault, Inc.",10000.00,Frisco,General Operating,"Domestic Violence Shelters, Services",,,,,
Daniels Fund,2009,Mountain,Summit,Breckenridge Outdoor Education Center,5000.00,Breckenridge,General Operating,Health                                                                     ,,,,,
Daniels Fund,2009,Mountain,Garfield,Columbine Home Health,10000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
Daniels Fund,2009,Mountain,Garfield,"Community Health Initiatives, Inc.",25000.00,Carbondale,Program,Health                                                                     ,,,,,
Daniels Fund,2009,Mountain,Garfield,Computers for Kids Foundation,10000.00,Carbondale,Program,Children and Youth Services,,,,,
Daniels Fund,2009,Mountain,Garfield,Feed My Sheep Ministry,20000.00,New Castle,General Operating,Human Services,,,,,
Daniels Fund,2009,Mountain,Lake,"Full Circle of Lake County, Inc",20000.00,Leadville,Program,Children and Youth Services,,,,,
Daniels Fund,2009,Mountain,Summit,High Country Soccer Association,5000.00,Silverthorne,Program,Health                                                                     ,,,,,
Daniels Fund,2009,Mountain,Garfield,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),10000.00,Glenwood Springs,General Operating,Human Services,,,,,
Daniels Fund,2009,Mountain,Garfield,Mountain Board of Cooperative Education Services,10000.00,Glenwood Springs,Program,Education,,,,,
Daniels Fund,2009,Mountain,Garfield,Mountain Valley Developmental Services,5000.00,Glenwood Springs,Program,Disabled Persons,,,,,
Daniels Fund,2009,Mountain,Eagle,SOS Outreach,10000.00,Avon,General Operating,Health                                                                     ,,,,,
Daniels Fund,2009,Mountain,Summit,Summit County Department of Youth and Family Services,15000.00,Frisco,Program,Children and Youth Services,,,,,
Daniels Fund,2009,Mountain,Pitkin,The Buddy Program,15000.00,Aspen,General Operating,Children and Youth Services,,,,,
Daniels Fund,2009,Mountain,Pitkin,"The Right Door, Inc.",15000.00,Aspen,General Operating,Health                                                                     ,,,,,
Daniels Fund,2009,Mountain,Garfield,Valley View Hospital Association,60000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
Daniels Fund,2010,Mountain,Garfield,"Colorado West Regional Mental Health, Inc.",25000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
Daniels Fund,2010,Mountain,Summit,Breckenridge Outdoor Education Center,10000.00,Breckenridge,General Operating,Education,,,,,
Daniels Fund,2010,Mountain,Garfield,Mountain Valley Developmental Services,10000.00,Glenwood Springs,Program,Disabled Persons,,,,,
Daniels Fund,2010,Mountain,Pitkin,City of Aspen,10000.00,Aspen,Program,Children and Youth Services,,,,,
Daniels Fund,2010,Mountain,Garfield,Elbie and Wilma Gann Memorial Foundation,8000.00,Carbondale,Other,Children and Youth Services,,,,,
Daniels Fund,2010,Mountain,Summit,"Advocates for Victims of Assault, Inc.",15000.00,Frisco,Program,"Domestic Violence Shelters, Services",,,,,
Daniels Fund,2010,Mountain,Garfield,Computers for Kids Foundation,15000.00,Carbondale,Program,Children and Youth Services,,,,,
Daniels Fund,2010,Mountain,Garfield,Roaring Fork School District No RE-1,2500.00,Glenwood Springs,Program,Children and Youth Services,,,,,
Daniels Fund,2010,Mountain,Garfield,YouthZone,15000.00,Glenwood Springs,Program,Children and Youth Services,,,,,
Daniels Fund,2011,Mountain,Garfield,Columbine Home Health,10000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
Daniels Fund,2011,Mountain,Garfield,Valley View Hospital Association,30000.00,Glenwood Springs,Program,Health                                                                     ,,,,,
Daniels Fund,2011,Mountain,Eagle,SOS Outreach,15000.00,Avon,General Operating,Health                                                                     ,,,,,
Daniels Fund,2011,Mountain,Eagle,Early Childhood Partners,15000.00,Eagle,Program,Education,,,,,
Daniels Fund,2011,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,32000.00,Glenwood Springs,Program,Education,,,,,
Daniels Fund,2011,Mountain,Garfield,Feed My Sheep Ministry,25000.00,New Castle,General Operating,"Housing, Homeless shelters",,,,,
Daniels Fund,2011,Mountain,Garfield,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),25000.00,Rifle,General Operating,Human Services,,,,,
Daniels Fund,2011,Mountain,Pitkin,The Buddy Program,15000.00,Basalt,General Operating,Children and Youth Services,,,,,
Daniels Fund,2011,Mountain,Lake,"Full Circle of Lake County, Inc",20000.00,Leadville,Program,Children and Youth Services,,,,,
Daniels Fund,2011,Mountain,Garfield,Roaring Fork School District RE-1,2500.00,Glenwood Springs,Program,Education,,,,,
Daniels Fund,2011,Mountain,Summit,Summit County Department of Youth and Family Services,15000.00,Frisco,Program,Children and Youth Services,,,,,
Daniels Fund,2012,Mountain,Garfield,Colorado Baptist General Convention - Feed My Sheep Ministry,10000.00,New Castle,General Operating,Homeless and Disadvantaged,,,,,
Daniels Fund,2012,Mountain,Garfield,Computers for Kids Foundation,75000.00,Carbondale,Program,Youth Development,,,,,
Daniels Fund,2012,Mountain,Garfield,The Manaus Fund,80000.00,Carbondale,Program,Early Childhood Education,,,,,
Daniels Fund,2012,Mountain,Eagle,The Youth Foundation,25000.00,Edwards,Program,Early Childhood Education,,,,,
Daniels Fund,2012,Mountain,Garfield,Valley View Hospital Association,30000.00,Glenwood Springs,Program,Alcoholism and Substance Abuse,,,,,
Daniels Fund,2013,Mountain,Pitkin,The Buddy Program,10000.00,Aspen,Program / Project,Youth Development,4/1/13,,,,
Daniels Fund,2013,Mountain,Garfield,"Computers for Kids Foundation, dba YouthEntity",47500.00,Carbondale,Program / Project,Youth Development,9/16/13,,,,
Daniels Fund,2013,Mountain,Eagle,"Early Childhood Partners, Incorporated",20000.00,Eagle,Program / Project,Early Childhood Education,2/4/13,,,,
Daniels Fund,2013,Mountain,Garfield,Life Inter-Faith Team on Unemployment and Poverty (Lift-Up),25000.00,Rifle,General Operating Support,Homeless and Disadvantaged,9/16/13,,,,
Daniels Fund,2013,Mountain,Lake,Partnership for Lake County Recreation,47000.00,Leadville,Capital Campaign,Amateur Sports,2/25/13,,,,
Daniels Fund,2013,Mountain,Garfield,Roaring Fork Valley Early Learning Fund,25000.00,Glenwood Springs,Program / Project,Early Childhood Education,1/7/13,,,,
Daniels Fund,2013,Mountain,Eagle,SOS Outreach,15000.00,Avon,General Operating Support,Amateur Sports,7/15/13,,,,
El Pomar Foundation,2009,Mountain,Lake,Advocates of Lake County,5000.00,Leadville,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Pitkin,Aspen Center for Environmental Studies,7500.00,Aspen,General Operating,"Environment, Conservation",,,,,
El Pomar Foundation,2009,Mountain,Eagle,"Bravo Vail Valley Music Festival, Inc.",3000.00,Vail,Program,"Arts, Culture & Humanities ",,,,,
El Pomar Foundation,2009,Mountain,Garfield,Carbondale Community Nonprofit Center,25000.00,Carbondale,Capital,"Philanthropy, Volunteerism, Grants",,,,,
El Pomar Foundation,2009,Mountain,Summit,Casa of the Continental Divide,5000.00,Dillon,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,"ChildHelp, Inc.",5000.00,Glenwood Springs,Capital,Children and Youth Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Colorado West Regional Mental Health Center,50000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Jimmie Huega Center,5000.00,Edwards,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,Eagle,Life Inter Faith Team on Unemployment and Poverty (Lift-Up),10000.00,Glenwood Springs,General Operating,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Mountain Family Health Centers National Foundation of Dentistry for the Handicapped,30000.00,Glenwood Springs,Capital,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Garfield,Mountain Valley Developmental Services,10000.00,Glenwood Springs,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,New America School,25000.00,Gypsum,General Operating,Education,,,,,
El Pomar Foundation,2009,Mountain,Pitkin,"Right Door, Inc.",10000.00,Aspen,General Operating,,,,,,
El Pomar Foundation,2009,Mountain,Summit,"Summit Community Care Clinic, Inc.",15000.00,Frisco,General Operating,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Summit,Summit County School District,25000.00,Frisco,Capital,Education,,,,,
El Pomar Foundation,2009,Mountain,Eagle,Vail Leadership Institute,2500.00,Vail,General Operating,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,Summit,"Advocates for Victims of Assault, Inc.",5000.00,Frisco,Program,"Community, Public Affairs",,,,,
El Pomar Foundation,2009,Mountain,lake,"Advoactes of Lake County, Inc.",25000.00,Leadville,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Eagle,"Community Health Initiatives, Inc.",2500.00,Eagle,Program,Health                                                                     ,,,,,
El Pomar Foundation,2009,Mountain,Summit,Father Dyer United Methodist Church,500.00,Breckenridge,Program,Human Services,,,,,
El Pomar Foundation,2009,Mountain,Summit,Keystone Center,5000.00,Keystone,Program,Abuse & Neglect Prevention,,,,,
