funder,year,region,county,nonprofit,amount,city,type,category
El Pomar Foundation,2014,Western Slope,Garfield ,Windwalkers Equine Assisted Learning and Therapy Center,2500,Carbondale,Capital,Civic and Community,3/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Garfield,Access Roaring Fork,10000,Carbondale,General Operating,,11/28/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,10000,Glenwood Springs,Program,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Access Roaring Fork,5000,Carbondale,General Operating,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Family Resource Center of the Roaring Fork School District,5000,Carbondale,General Operating,Families,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Family Visitor Programs,10000,Glenwood Springs,General Operating,Families,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,High Country RSVP,5000,Glenwood Springs,General Operating,Senior Programs,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,LIFT-UP,10000,Rifle,General Operating,Food/Shelter/Homeless,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,Raising a Reader Aspen to Parachute,5000,Glenwood Springs,General Operating,Literacy,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,River Bridge Regional Center,5000,Glenwood Springs,General Operating,Crisis Intervention,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,YouthEntity,10000,Carbondale,General Operating,Youth Development,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Garfield,YouthZone,10000,Glenwood Springs,General Operating,Youth Development,4/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Access Roaring Fork,5000,Carbondale,General Operating,Youth,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,WindWalkers - Equine Assisted Learning & Therapy Center,10000,Carbondale,General Operating,Disabled,11/24/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Family Visitor Programs,15000,Glenwood Springs,Program Support,Youth,6/2/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Advocate Safehouse Project,5000,Glenwood Springs,General Operating,Indigent,8/20/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Garfield,Life Inter-Faith Team on Unemployment & Poverty (LIFT-UP),5000,Rifle,General Operating,Indigent,8/20/14,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Garfield,Mountain Family Health Centers,750000,Glenwood Springs,Program,Health,5/29/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Aspen Hope Center,30000,Basalt,Program,Health,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Betty Ford Alpine Gardens,25000,Vail,Capital,Civic and Community,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Bright Future Foundation for Eagle County,5000,Avon,General Operating,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Eagle County Health and Human Services,2500,Eagle,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Snowboard Outreach Society,10000,Avon,Program,Human Services,12/15/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Vail Valley Foundation,60000,Vail,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Eagle ,Vail Valley Foundation,25000,Vail,Program,Education,5/7/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Bright Future Foundation for Eagle County,7500,Avon,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Eagle River Youth Coalition,7500,Edwards,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Junior Achievement Rocky Mountain,7500,Gypsum,Program,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,Red Ribbon Project,5000,Avon,Program,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,SOS Outreach,7500,Avon,Program,Outdoor Programs,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Eagle,The Youth Foundation,7500,Vail,General Operating,Youth Development,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Eagle,SOS Outreach,5000,Avon,Program Support,Youth,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Eagle,Rocky Mountain Institute,500000,Basalt,Capital,Community,7/1/14,,,,,,,,,,
Gates Family Foundation,2014,Western Slope,Eagle,Roaring Fork Conservancy,50000,Basalt,General Operating,Natural Resources,7/31/2014,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Eagle,Eagle County School District,92985,Eagle,Capital,Health,10/2/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,Delta County Joint School District 50J,10000,Delta,Program,Education,5/7/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,Delta County Joint School District 50J,40000,Delta,Program,Education,6/11/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,Delta County Joint School District 50J,5000,Delta,Program,Human Services,9/28/14,,,,,,,,,,
El Pomar Foundation,2014,Western Slope,Delta ,"Delta Homeless Ministries, Inc.",7500,Delta,Capital,Human Services,12/15/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Delta,All American Families,4000,Delta,General Operating,,3/31/14,,,,,,,,,,
Adolph Coors Foundation,2014,Western Slope,Delta,Western Colorado Food and Agriculture Council,5000,Hotchkiss,Program,,7/31/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,Creamery Arts Center,7500,Hotchkiss,Program,Youth Development,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,Families Plus,7500,Delta,General Operating,Crisis Intervention,11/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,North Fork Community Montessori School,10000,Hotchkiss,Program,Early Childhood,4/30/14,,,,,,,,,,
Anschutz Family Foundation,2014,Western Slope,Delta,"VOANS Senior CommUnity Meals, Inc.",10000,Eckert,Program,Senior Programs,11/30/14,,,,,,,,,,
AV Hunter Trust,2014,Western Slope,Delta,The Abraham Connection,7500,Delta,General Operating,Indigent,11/24/14,,,,,,,,,,
Boettcher Foundation,2014,Western Slope,Delta,Friends of Crawford Town Hall,25000,Crawford,Capital,Community ,7/1/14,,,,,,,,,,
The Colorado Health Foundation,2014,Western Slope,Delta,Delta County School District 50(J),322696,Delta,Program,Health,9/11/14,,,,,,,,,,
The Colorado Trust,2014,Western Slope,Delta,Valley Food Partnership,200000,Montrose,General Operating,Health,11/4/14,,,,,,,,,,
Daniels Fund,2014,Western Slope,Pitkin,The Buddy Program,25000,Aspen,Program,Youth Development,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Pitkin,Aspen Community Foundation,30000,Aspen,Program,Early Childhood,12/11/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Pitkin,Hospice Of The Valley Inc,25000,Basalt,Program,Health,1/29/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa ,"Child and Migrant Services, Inc.",10000,Palisade,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa ,Western Slope Center for Children,10000,Grand Junction,General Support,Civic and Community,12/2/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Mesa,"Marillac Clinic, Inc.",20000,Grand Junction,Technical Assistance,Health,9/29/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa,"Grand Valley Catholic Outreach, Inc",22500,Grand Junction,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa,Hilltop Health Services Corp,10000,Grand Junction,General Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,10000,Grand Junction,Program Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa,"Marillac Clinic, Inc",7500,Grand Junction,General Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Mesa,Mesa Youth Service Inc,25000,Grand Junction,General Support,Youth,6/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Mesa,Hilltop,30000,Grand Junction,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Mesa,Mesa District Group of CAEYC,32000,Grand Junction,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Mesa,Grand Junction Imagination Library,6000,Grand Junction,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Mesa,Mesa County Partnership for Children and Families (EC Council),25000,Grand Junction,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Mesa,Strive,15000,Grand Junction,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Mesa,Hilltop,50000,Grand Junction,Program,Teen Pregnancy Prevention,12/11/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Garfield,Family Visitor Program of Garfield County Inc.,90000,Glenwood Springs,Program,Health,5/27/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Garfield,Garfield County Public Health,77296,Glenwood Springs,Program,Health,5/27/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Garfield,Mountain Family Health Centers,150000,Glenwood Springs,Program,Health,5/27/14,,,,,,,,,,
Daniels Fund,2014,Western Slope,Garfield,"Blue Lake Preschool, Incorporated",25000,Carbondale,Capital,Early Childhood Education,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,25000,Glenwood Springs,General Operating,Early Childhood Education,,,,,,,,,,,
Daniels Fund,2014,Western Slope,Garfield,The Manaus Fund,80000,Carbondale,Program,Early Childhood Education,,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Garfield,Advocate Safehouse Project,10000,Glenwood Springs,General Support,Civic and Community,12/2/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Garfield,Columbine Home Health,15000,Glenwood Springs,General Support,Health,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Garfield,"Family Visitor Program of Garfield County, Inc",15000,Glenwood Springs,General Support,Civic and Community,6/23/14,,,,,,,,,,
Helen and Arthur Johnson Foundation,2014,Western Slope,Garfield,YouthZone,15000,Glenwood Springs,General Support,Youth,12/2/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Mount Sopris Montessori School,26000,Carbondale,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Rural Resort Region Early Childhood Council,60000,Glenwood Springs,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Roaring Fork Family Resource Centers,15000,Carbondale,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Family Visitor Programs - Home Visitation,65000,Glenwood Springs,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Roaring Fork Valley Early Learning Fund,15000,Glenwood Springs,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,New Creation Preschool,17000,Glenwood Springs,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Children's Mini College,3000,Glenwood Springs,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Early Childhood Network,20000,Glenwood Springs,General Operating,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Manaus Fund,30000,Carbondale,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Garfield,Yampah Mountain High School,25000,Glenwood Springs,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Trust,2014,Western Slope,Garfield,Colorado Mountain College Foundation Inc,5000,Glenwood Springs,General Operating,Health,2/7/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Eagle,Eagle County Schools,50000,Eagle,Program,Health,1/29/14,,,,,,,,,,
Caring for Colorado Foundation,2014,Western Slope,Eagle,Samaritan Center of the Rockies,45000,Edwards,Program,Health,6/25/14,,,,,,,,,,
Daniels Fund,2014,Western Slope,Eagle,The Youth Foundation,50000,Vail,Program,Early Childhood Education,,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Family Learning Center (Edwards),20000,Edwards,General Operating,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Family Visitor Programs - Pregnancy Prevention,33600,Glenwood Springs,Program,Teen Pregnancy Prevention,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Eagle Valley Child Care Association,42000,Vail,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Growing Years School,15000,Basalt,Program,Early Childhood,8/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Eagle County School District RE-50J,50000,Eagle,Program,Special Project - Education,10/9/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Youth Foundation,35000,Vail,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Red Ribbon Project,10000,Avon,Program,Teen Pregnancy Prevention,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Eagle County School District RE-50J,25000,Eagle,Program,Early Childhood,12/11/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Eagle,Early Childhood Partners,18000,Eagle,Program,Early Childhood,12/11/14,,,,,,,,,,
The Colorado Trust,2014,Western Slope,Eagle,Eagle County Health and Human Services,2918,Eagle,General Operating,Health,2/19/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Delta,North Fork Community Montessori School,15000,Hotchkiss,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Delta,Family Literacy and Resource Center,14000,Delta,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Delta,Little Sprouts Community Preschool,10400,Cedaredge,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Delta,Preschool Backpack Program,14000,Delta,General Operating,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Delta,Backpack Early Learning Academy Preschool,11000,Delta,Program,Early Childhood,4/23/14,,,,,,,,,,
Temple Hoyne Buell Foundation,2014,Western Slope,Delta,Delta County Public Library District,15490,Delta,Program,Early Childhood,8/11/14,,,,,,,,,,
