funder,year,region,county,nonprofit,amount,city,type,category
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Paradise Place Community Christian School,4000.00,Crested Butte,General Operating,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Paradise Place Community Christian School,8000.00,Crested Butte,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Paradox Valley School,5000.00,Paradox,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Montrose,Passage Charter School,12000.00,Montrose,General Operating,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,"Rainbow School and Day Care Center, Inc.",2000.00,Telluride,Other,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",4000.00,Grand Junction,Other,"Employment, Job training"
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Rocky Mountain S.E.R./Jobs for Progress, Inc.",3930.00,Grand Junction,Other,"Employment, Job training"
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Stepping Stones Children's Center,5500.00,Crested Butte,Student Aid/Scholarship,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Strong Families, Safe Kids",10000.00,Grand Junction,General Operating,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Strong Families, Safe Kids",5000.00,Grand Junction,Program,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Telluride Preschool,1610.00,Telluride,Other,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Tenderfood Child & Family Development Center,22570.00,Gunnison,General Operating,Children and Youth Services
Temple Hoyne Buell Foundation,2009,WesternSlope,Gunnison,Tenderfood Child & Family Development Center,14000.00,Gunnison,Other,"Community, Public Affairs"
Temple Hoyne Buell Foundation,2009,WesternSlope,Delta,Wee Care Learning Center,13000.00,Hotchkiss,Other,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,Western Colorado Center for the Arts,8000.00,Grand Junction,General Operating,"Arts, Culture & Humanities "
Temple Hoyne Buell Foundation,2009,WesternSlope,Mesa,"Western Colorado Math and Science Center, Inc.",12000.00,Grand Junction,General Operating,Education
Temple Hoyne Buell Foundation,2009,WesternSlope,San Miguel,Wright Stuff Community Foundation,6500.00,Norwood,Student Aid/Scholarship,Education
Adolph Coors Foundation,2010,WesternSlope,Mesa,Boy Scouts of America/Western CO Council,5000.00,Grand Junction,General Operating,Children and Youth Services
Adolph Coors Foundation,2010,WesternSlope,Mesa,Collbran Job Corps Center,3000.00,Collbran,General Operating,"Employment, Job training"
Adolph Coors Foundation,2010,WesternSlope,Mesa,Kids Voting Mesa County,5000.00,Grand Junction,General Operating,
Adolph Coors Foundation,2010,WesternSlope,Montrose,RSVP Colorado West,5000.00,Montrose,General Operating,"Philanthropy, Volunteerism, Grants"
Adolph Coors Foundation,2010,WesternSlope,San Miguel,The Pinhead Institute,7500.00,Telluride,General Operating,
Animal Assistance Foundation,2010,WesternSlope,Montrose,Citizens for Animal Welfare and Shelter (CAWS),1500.00,Crawford,General Operating,Animal Protection and Welfare
Animal Assistance Foundation,2010,WesternSlope,Delta,Friends of Cedaredge Animal Control,3000.00,Cedaredge,Program,Animal Protection and Welfare
Animal Assistance Foundation,2010,WesternSlope,Mesa,Mesa County Animal Services,5000.00,Grand Junction,Program,Animal Protection and Welfare
Animal Assistance Foundation,2010,WesternSlope,Delta,Spirit Wind Horse Rescue,3500.00,Hotchkiss,Other,Animal Protection and Welfare
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Interim Western Slope Rural Philanthropy Days,5000.00,Crested Butte,General Operating,
Anschutz Family Foundation,2010,WesternSlope,Montrose,Voices for Children,5000.00,Montrose,General Operating,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Delta,Kids' Pasta Project,5000.00,Hotchkiss,General Operating,"Community, Public Affairs"
Anschutz Family Foundation,2010,WesternSlope,Montrose,End of the Trail Horse Rescue/Sanctuary,5000.00,Olathe,General Operating,Disabled Persons
Anschutz Family Foundation,2010,WesternSlope,Delta,Delta County Meth Task Force,5000.00,Hotchkiss,General Operating,
Anschutz Family Foundation,2010,WesternSlope,Delta,Little Sprouts Community Preschool,5000.00,Cedaredge,General Operating,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Paradise Place Community Christian School,2500.00,Crested Butte,Student Aid/Scholarship,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Office for Resource Efficiency (ORE),5000.00,Crested Butte,Program,Economic Development      
Anschutz Family Foundation,2010,WesternSlope,Mesa,"Eagle Corps Robotics, Grand Mesa High School",5000.00,Collbran,Program,Education
Anschutz Family Foundation,2010,WesternSlope,Montrose,Paradox Valley School,7500.00,Paradox,Program,Education
Anschutz Family Foundation,2010,WesternSlope,Mesa,Riverside Educational Center,5000.00,Grand Junction,General Operating,Education
Anschutz Family Foundation,2010,WesternSlope,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education
Anschutz Family Foundation,2010,WesternSlope,Mesa,The Parenting Place of Western Colorado,5000.00,Grand Junction,General Operating,
Anschutz Family Foundation,2010,WesternSlope,Mesa,Grand Valley Catholic Outreach,7500.00,Grand Junction,General Operating,Emergency Assistance      
Anschutz Family Foundation,2010,WesternSlope,Mesa,"Pro Bono Project of Mesa County, Inc.",2500.00,Grand Junction,General Operating,Legal Services
Anschutz Family Foundation,2010,WesternSlope,Montrose,Sharing Ministries Food Bank,5000.00,Montrose,General Operating,"Food, Agriculture, Nutrition"
Anschutz Family Foundation,2010,WesternSlope,Montrose,Montrose County Health and Human Services,560.00,Montrose,Program,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Delta,Creamery Arts Center,5000.00,Hotchkiss,Program,
Anschutz Family Foundation,2010,WesternSlope,Mesa,"Mesa County, RSVP, Inc.",3242.00,Grand Junction,General Operating,
Anschutz Family Foundation,2010,WesternSlope,Montrose,West End Family Link Center,5000.00,Nucla,Program,
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Gunnison Area Restorative Practices,5000.00,Gunnison,General Operating,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Gunnison,Gunnison County Partners,5000.00,Gunnison,General Operating,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,San Miguel,One to One,5000.00,Telluride,General Operating,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Montrose,"Partners of Delta, Montrose and Ouray",5000.00,Montrose,General Operating,Children and Youth Services
Anschutz Family Foundation,2010,WesternSlope,Mesa,"The Tree House Center for Youth, Inc.",5000.00,Grand Junction,Program,Children and Youth Services
Boettcher Foundation,2010,WesternSlope,San Miguel,Ah Haa School for the Arts,25000.00,Telluride,Capital,
Boettcher Foundation,2010,WesternSlope,Mesa,City of Fruita,75000.00,Fruita,Capital,
Boettcher Foundation,2010,WesternSlope,Montrose,Colorado FFA Foundation,1170.00,Montrose,Program,
Boettcher Foundation,2010,WesternSlope,Gunnison,Crested Butte Land Trust,5000.00,Crested Butte,General Operating,
Boettcher Foundation,2010,WesternSlope,Hinsdale,Lake City Area Medical Center,25000.00,Lake City,Capital,Health                                                                     
Boettcher Foundation,2010,WesternSlope,Mesa,Mesa State College,28210.00,Grand Junction,Student Aid/Scholarship,Education
Boettcher Foundation,2010,WesternSlope,Gunnison,Rocky Mountain Biological Laboratory,3000.00,Crested Butte,General Operating,
Boettcher Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,25000.00,Telluride,Capital,
Boettcher Foundation,2010,WesternSlope,Gunnison,Western State College,15000.00,Gunnison,Student Aid/Scholarship,Education
Caring for Colorado Foundation,2010,WesternSlope,Mesa,"Child and Migrant Services, Inc.",23000.00,Palisade,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Family Health West,100000.00,Fruita,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Gunnison,Gunnison County Department of Health and Human Services,49088.00,Gunnison,Other,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Hilltop Community Resources,35000.00,Grand Junction,Program,
Caring for Colorado Foundation,2010,WesternSlope,Mesa,"Marillac Clinic, Inc.",100000.00,Grand Junction,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Mesa State College,33573.00,Grand Junction,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Montrose,Midwestern Colorado Mental Health Center,50000.00,Montrose,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Montrose,Montrose County Senior Citizens Transportation dba All Points Transit,30000.00,Montrose,Program,
Caring for Colorado Foundation,2010,WesternSlope,San Miguel,The Telluride Medical Center Foundation,10600.00,Telluride,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,San Miguel,Uncompahgre Medical Center,125000.00,Norwood,Program,Health                                                                     
Caring for Colorado Foundation,2010,WesternSlope,Mesa,Western Colorado Area Health Education Center (WCAHEC),100000.00,Grand Junction,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Delta,All American Families,90000.00,Delta,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Mesa,Hilltop Health Services Corporation,330000.00,Grand Junction,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Mesa,Hilltop Health Services Corporation,15000.00,Grand Junction,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Mesa,Mesa County Retired and Senior Volunteer Program,207209.00,Grand Junction,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Montrose,Northside Child Health Center,70000.00,Montrose,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Montrose,Paradox Valley School,10500.00,Paradox,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Mesa,Quality Health Network,640000.00,Grand Junction,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,San Miguel,Telluride Foundation,190000.00,Telluride,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinic,10000.00,Norwood,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,San Miguel,Uncompahgre Combined Clinic,385055.00,Norwood,Program,Health                                                                     
Colorado Health Foundation,2010,WesternSlope,Montrose,"Voans Pace, Inc.",85600.00,Montrose,Program,Health                                                                     
Colorado Trust,2010,WesternSlope,San Miguel,Bright Futures for Early Childhood and Families,25000.00,Telluride,Program,Health                                                                     
Colorado Trust,2010,WesternSlope,Mesa,CLUB 20 Education & Research Foundation,390703.00,Grand Junction,Program,Health                                                                     
Colorado Trust,2010,WesternSlope,Gunnison,Gunnison County Health and Human Services,60878.00,Gunnison,Program,Health                                                                     
